30 -26
29 -9
12 2
17 33
-11 43
-16 -22
-60 -14
15 -3
65 -29
-12 -28
-21 3
-46 14
19 1
3 -7
24 -28
-9 -25
27 11
-22 20
-2 6
-28 20
-17 -41
-25 49
14 28
4 42
7 3
29 17
-26 -10
48 22
-5 -35
26 -14
13 -43
-7 31
9 61
-1 -15
-27 -15
7 9
28 -14
-2 0
-3 -9
11 -11
29 7
-43 45
24 8
24 14
7 31
9 5
16 2
-20 -48
23 -1
32 30
8 -18
-5 -7
-31 -19
0 -4
-22 42
-22 14
15 -3
-34 -4
-12 2
-9 33
18 12
-6 6
-11 17
10 52
-1 21
6 -18
-16 -8
-16 4
-6 8
-4 26
-9 11
15 7
-27 9
8 28
2 6
-44 8
0 2
-21 21
5 -7
-4 -2
7 27
18 -12
-4 -42
-37 9
3 17
9 -1
5 -25
11 -1
-20 -12
-10 -34
-1 3
5 -21
-34 12
24 -2
17 19
26 -34
24 10
4 -30
32 -2
-10 10
-11 -25
6 12
-15 -13
2 30
16 42
-46 -2
15 5
2 -26
-21 29
-30 44
19 13
-37 11
-36 8
46 -26
-18 8
-21 15
14 -20
-35 -25
0 30
30 6
7 13
-49 33
24 -40
55 -15
-3 1
1 -1
-12 68
32 -10
9 15
-16 2
-27 -33
-3 -15
-39 15
25 -9
5 11
-3 -31
22 -28
30 2
12 -8
-7 1
-9 -47
-4 -30
-20 24
33 -17
-23 -21
-1 -7
-20 32
7 17
13 15
-15 11
18 18
27 -11
-13 23
17 -7
-11 -7
-29 11
-7 7
13 -37
-11 -23
-28 22
9 -19
2 26
-55 35
-18 -4
-4 2
1 -5
4 -52
-18 10
-20 4
14 6
-34 -10
24 22
-10 -32
26 20
41 17
-7 -31
-19 7
2 12
29 13
-38 -16
-3 1
18 12
19 5
-1 13
-46 -6
-22 -4
-18 6
10 8
-23 35
-17 53
-17 -13
13 43
0 24
9 37
-22 12
0 -22
37 -25
13 -17
-12 18
12 -10
-23 23
-5 -17
-6 -8
22 -14
1 -19
-22 -2
40 -8
3 -3
14 -20
-36 -24
-8 -8
-41 31
-2 8
8 -4
-6 -22
-5 -7
-1 -1
34 8
5 5
33 -45
24 44
-14 14
8 14
-22 -6
-10 -12
14 18
16 -14
3 9
-14 8
20 36
-17 -29
3 -1
-41 23
8 36
24 6
46 18
28 -10
-6 -10
33 -3
-10 -8
23 1
-1 3
14 -12
-7 15
-2 -12
-6 -20
9 15
44 -26
-43 21
6 -22
5 -51
-23 -45
8 30
-24 18
30 -18
-11 -11
-23 25
22 -4
74 -32
1 19
17 7
3 -31
16 -14
60 20
-40 -16
18 -20
-10 -14
-16 -16
48 16
9 23
-39 9
9 -7
1 -7
-11 -19
-24 38
41 -5
-21 -3
15 7
-21 -29
11 -7
-34 -74
14 -14
12 -4
2 -28
-12 14
-9 53
-23 13
11 13
-11 25
-32 28
-46 10
-10 12
37 17
-33 1
46 -14
-35 7
-34 0
16 -14
-4 4
31 17
10 -8
-29 -45
-2 32
1 3
-7 11
-45 -3
27 21
8 18
-29 7
-12 -10
-21 -29
26 -12
7 31
21 -13
12 -4
6 40
-5 3
-13 -21
-35 -25
17 -39
10 -22
14 4
-7 31
-25 39
4 36
-19 7
-26 -24
9 -39
14 12
-1 -3
31 -17
-27 -11
6 32
0 -6
-8 -22
-31 -29
-7 25
6 18
3 -15
-32 -2
17 1
-24 -28
16 -8
8 10
-12 -4
-10 -10
